,listing_id,negative_sentiment,neutral_sentiment,positive_sentiment,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1759,9364092,0.0046,0.7091999999999999,0.2862,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$158.00,11,35,65,65,5,10.0,10.0,10.0,10.0,10.0,10.0,0.6
1760,9367059,0.0215,0.6735,0.305,Apartment,Entire home/apt,10,1.0,1.0,16.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$229.00,0,0,0,0,8,10.0,9.0,10.0,10.0,10.0,9.0,1.69
1761,9373802,0.0333076923076923,0.7220769230769231,0.244576923076923,Apartment,Entire home/apt,8,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$155.00,16,16,16,52,26,9.0,8.0,9.0,9.0,10.0,8.0,2.69
1762,9382898,0.0180612244897959,0.7345306122448979,0.2474081632653061,Condominium,Private room,3,2.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$35.00,2,8,35,310,49,9.0,9.0,9.0,8.0,9.0,9.0,6.77
1763,9383459,0.0255365853658536,0.6952682926829268,0.279170731707317,House,Private room,3,1.5,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$35.00,0,2,2,160,41,9.0,9.0,10.0,10.0,8.0,10.0,4.27
1764,9390951,0.0,0.646,0.354,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,Iron}",$125.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.21
1765,9393163,0.0,1.0,0.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Laptop Friendly Workspace""}",$90.00,0,0,0,0,1,,,,,,,0.17
1766,9407895,0.1222727272727272,0.6282727272727272,0.2492727272727272,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$28.00,0,0,0,0,11,7.0,5.0,9.0,9.0,8.0,8.0,1.3
1767,9414403,0.0045652173913043,0.691304347826087,0.3040434782608696,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Breakfast,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$97.00,6,20,31,36,23,10.0,9.0,10.0,10.0,10.0,10.0,2.29
1768,9415687,0.013090909090909,0.7668181818181818,0.2200909090909091,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$200.00,0,0,0,0,11,10.0,10.0,10.0,10.0,10.0,10.0,1.4
1769,9415712,0.0,0.775,0.225,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",""Laptop Friendly Workspace""}",$92.00,1,8,28,280,1,10.0,8.0,10.0,10.0,4.0,10.0,1.0
1770,9425902,0.005,0.682625,0.312375,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers}",$140.00,0,0,0,0,8,10.0,10.0,10.0,10.0,10.0,10.0,1.13
1771,9430774,0.0,0.741,0.259,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$100.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.11
1772,9445192,0.0,0.381,0.619,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$60.00,0,0,0,0,2,9.0,8.0,9.0,9.0,9.0,9.0,0.21
1773,9448243,0.0114,0.6404,0.3482,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$289.00,15,45,75,75,10,10.0,10.0,9.0,10.0,9.0,10.0,1.04
1774,9452993,0.0236363636363636,0.648090909090909,0.3282727272727272,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$60.00,0,0,0,164,11,9.0,9.0,10.0,9.0,10.0,9.0,1.95
1775,9459945,0.0073999999999999,0.7256,0.2672,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$55.00,0,0,30,305,5,10.0,10.0,10.0,10.0,9.0,10.0,0.61
1776,9460898,0.018,0.7406666666666667,0.241,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Hair Dryer""}",$189.00,3,23,50,325,6,10.0,10.0,10.0,10.0,10.0,10.0,0.89
1777,9463444,0.014125,0.735625,0.25025,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$109.00,0,0,0,47,16,10.0,10.0,10.0,10.0,10.0,10.0,4.14
1778,9470342,0.0,0.722,0.278,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Essentials,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$50.00,0,0,0,0,1,10.0,8.0,10.0,8.0,8.0,10.0,0.12
1779,9473811,0.0,0.9046666666666666,0.0953333333333333,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$200.00,0,0,0,0,3,7.0,6.0,9.0,9.0,9.0,8.0,0.38
1780,9473816,0.0075,0.6605000000000001,0.332,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$159.00,0,0,0,0,2,10.0,10.0,10.0,10.0,10.0,10.0,0.94
1781,9474436,0.0062307692307692,0.7312307692307692,0.2625384615384615,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$228.00,19,45,75,75,13,10.0,10.0,10.0,10.0,10.0,10.0,1.34
1782,9485607,0.0180416666666666,0.7045,0.2775833333333333,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$195.00,0,0,15,290,24,10.0,10.0,10.0,10.0,10.0,10.0,2.81
1783,9493951,0.0240697674418604,0.7432790697674418,0.2326279069767441,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$75.00,8,32,62,337,43,10.0,9.0,10.0,10.0,9.0,9.0,4.81
1784,9494212,0.0205277777777777,0.6920555555555556,0.2874166666666666,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",$64.00,13,43,73,348,36,10.0,9.0,10.0,10.0,8.0,9.0,3.75
1785,9494511,0.0326896551724137,0.6779655172413793,0.2893448275862069,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$59.00,14,44,74,349,29,10.0,9.0,9.0,9.0,8.0,9.0,2.98
1786,9496325,0.017,0.765,0.2179999999999999,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",$145.00,4,13,43,318,4,9.0,9.0,10.0,9.0,10.0,9.0,0.41
1787,9496337,0.0076,0.7596,0.2327999999999999,House,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",$70.00,0,0,6,33,10,10.0,9.0,9.0,9.0,9.0,10.0,1.21
1788,9504314,0.0,1.0,0.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00,0,0,0,248,1,,,,,,,0.12
1789,9507164,0.085,0.829,0.086,Other,Private room,2,6.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",$144.00,16,45,73,348,1,4.0,4.0,6.0,6.0,8.0,6.0,0.37
1790,9508099,0.0135,0.8475,0.139,Other,Private room,2,6.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",$144.00,14,43,71,346,2,10.0,10.0,10.0,10.0,10.0,10.0,0.27
1791,9508975,0.0,0.615,0.385,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace""}",$300.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.32
1792,9530285,0.0,1.0,0.0,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00,26,56,86,361,1,,,,,,,0.4
1793,9541295,0.0169999999999999,0.7048235294117646,0.2781764705882353,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$289.00,17,47,77,77,17,9.0,10.0,10.0,10.0,10.0,9.0,2.34
1794,9541666,0.0,0.721,0.279,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",$150.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.12
1795,9549850,0.0175833333333333,0.7225416666666667,0.2598958333333333,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",$75.00,0,0,5,184,48,10.0,9.0,10.0,10.0,10.0,10.0,6.15
1796,9570618,0.00446875,0.680625,0.31490625,Condominium,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$120.00,27,57,87,362,32,10.0,9.0,10.0,10.0,9.0,9.0,3.53
1797,9574727,0.0115,0.6955,0.293,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Hangers,Iron}",$170.00,0,0,0,0,2,10.0,10.0,10.0,10.0,9.0,10.0,0.38
1798,9575439,0.0296999999999999,0.7144999999999999,0.2559,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$84.00,0,0,0,195,10,10.0,10.0,9.0,10.0,9.0,10.0,2.17
1799,9577988,0.0108260869565217,0.6759565217391305,0.3132173913043478,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}",$99.00,0,0,0,209,23,10.0,9.0,10.0,10.0,10.0,10.0,2.48
1800,9590679,0.0127058823529411,0.7133529411764705,0.274,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$65.00,0,6,29,119,17,10.0,10.0,10.0,10.0,10.0,10.0,3.07
1801,9591772,0.0,0.736,0.264,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$110.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.13
1802,9610609,0.0,0.7943333333333333,0.2056666666666666,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",$160.00,15,37,67,338,3,7.0,7.0,10.0,10.0,10.0,6.0,0.49
1803,9611852,0.0143076923076923,0.7321153846153846,0.2535769230769231,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$197.00,1,14,42,42,26,10.0,10.0,10.0,10.0,10.0,10.0,4.53
1804,9614024,0.032,0.77525,0.192625,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Hangers,""Hair Dryer""}",$94.00,0,0,0,0,8,9.0,8.0,10.0,9.0,9.0,8.0,4.0
1805,9626428,0.0,0.615,0.385,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$280.00,0,3,3,3,1,10.0,10.0,10.0,10.0,10.0,10.0,0.61
1806,9626892,0.0,0.7677499999999999,0.23225,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$72.00,1,12,42,317,4,9.0,9.0,10.0,9.0,9.0,9.0,0.45
1807,9663423,0.0146666666666666,0.8300000000000001,0.1551666666666666,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$115.00,0,0,0,4,6,10.0,10.0,10.0,10.0,10.0,10.0,1.06
1808,9676551,0.01575,0.6797619047619048,0.3045238095238095,Apartment,Private room,2,1.0,1.0,1.0,Futon,"{""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$76.00,3,13,39,314,84,10.0,10.0,10.0,10.0,10.0,10.0,9.55
1809,9677207,0.008,0.59075,0.40125,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$150.00,0,0,0,0,4,10.0,9.0,9.0,10.0,10.0,10.0,0.48
1810,9677354,0.0,0.7110000000000001,0.289,Apartment,Private room,1,1.0,1.0,1.0,Pull-out Sofa,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$70.00,28,58,88,363,7,10.0,9.0,10.0,10.0,10.0,9.0,1.35
1811,9680953,0.0356111111111111,0.6952777777777778,0.2691111111111111,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$135.00,0,0,0,4,18,9.0,9.0,9.0,9.0,9.0,9.0,1.96
1812,9685076,0.0273333333333333,0.7533333333333333,0.2193333333333333,Apartment,Private room,1,1.0,1.0,1.0,Airbed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$35.00,0,28,58,333,3,10.0,9.0,10.0,10.0,9.0,10.0,0.69
