,listing_id,negative_sentiment,neutral_sentiment,positive_sentiment,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
254,1174776,0.0093333333333333,0.6636666666666667,0.327,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",$185.00,0,0,4,279,6,10.0,10.0,9.0,10.0,10.0,10.0,0.23
255,1175376,0.0200408163265306,0.7379795918367347,0.2419795918367346,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$275.00,8,31,61,336,49,9.0,9.0,10.0,9.0,9.0,9.0,1.25
256,1178106,0.0193539823008849,0.7093849557522124,0.2712654867256637,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$77.00,23,53,83,358,226,9.0,9.0,9.0,9.0,9.0,9.0,5.64
257,1178162,0.021613953488372,0.721632558139535,0.2567209302325581,House,Private room,2,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in""}",$95.00,7,37,67,342,215,9.0,9.0,9.0,9.0,8.0,9.0,5.35
258,1178371,0.018835294117647,0.7358470588235294,0.2453529411764706,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$45.00,4,14,33,146,85,10.0,10.0,10.0,10.0,9.0,10.0,4.81
259,1179399,0.0277065217391304,0.72075,0.2515434782608695,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$70.00,7,23,53,201,92,10.0,10.0,10.0,10.0,9.0,10.0,5.19
260,1183032,0.0093684210526315,0.7380526315789474,0.2525263157894737,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,5,29,51,51,19,9.0,9.0,10.0,10.0,10.0,9.0,0.5
261,1185034,0.0160625,0.7345,0.2495,Condominium,Entire home/apt,6,1.0,1.0,3.0,Futon,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$163.00,8,15,37,297,16,8.0,9.0,10.0,10.0,9.0,9.0,0.4
262,1187188,0.0099411764705882,0.6723529411764706,0.3177647058823529,Loft,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$220.00,29,59,89,364,17,10.0,9.0,10.0,10.0,10.0,9.0,0.59
263,1197857,0.0249841269841269,0.7172063492063492,0.2578888888888889,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$167.00,11,35,62,337,63,9.0,9.0,9.0,9.0,9.0,8.0,1.61
264,1200502,0.0265588235294117,0.6994705882352941,0.2739117647058823,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$145.00,5,12,39,271,34,9.0,9.0,8.0,8.0,10.0,9.0,0.96
265,1203014,0.0107333333333333,0.68515,0.3040666666666666,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49""}",$65.00,0,4,30,305,60,10.0,10.0,10.0,10.0,9.0,9.0,1.53
266,1214214,0.0,0.66,0.34,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$450.00,29,59,89,364,1,10.0,8.0,10.0,10.0,10.0,8.0,0.08
267,1220971,0.0164651162790697,0.7016511627906976,0.281953488372093,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$109.00,4,8,35,286,43,9.0,9.0,9.0,9.0,10.0,9.0,1.33
268,1222327,0.009,0.6715,0.3195,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$178.00,0,0,0,248,2,10.0,10.0,10.0,10.0,10.0,9.0,0.12
269,1223050,0.0136666666666666,0.710974358974359,0.2753846153846154,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$100.00,3,13,25,60,39,10.0,10.0,10.0,10.0,10.0,10.0,1.01
270,1234740,0.0788888888888888,0.5338888888888889,0.387,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer}",$389.00,16,46,76,351,9,10.0,10.0,10.0,9.0,10.0,9.0,0.25
271,1240598,0.027828947368421,0.7000921052631579,0.2721184210526315,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",$152.00,0,8,29,303,76,8.0,8.0,9.0,9.0,10.0,8.0,1.93
272,1248870,0.0221176470588235,0.6131764705882352,0.3646470588235294,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$219.00,6,14,35,310,17,10.0,10.0,10.0,10.0,10.0,10.0,0.48
273,1252289,0.0109743589743589,0.6909358974358975,0.2980641025641025,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$99.00,6,10,33,122,78,10.0,10.0,10.0,10.0,10.0,10.0,2.0
274,1262443,0.0,1.0,0.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Hair Dryer"",""Laptop Friendly Workspace""}",$39.00,0,0,3,276,3,,,,,,,0.36
275,1264217,0.01625,0.7243333333333334,0.25925,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$165.00,10,15,27,27,12,10.0,10.0,10.0,10.0,10.0,10.0,2.63
276,1275498,0.0232666666666666,0.7473333333333334,0.2294,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$160.00,0,0,0,252,15,9.0,10.0,9.0,9.0,10.0,9.0,0.4
277,1277618,0.0086,0.6666000000000001,0.325,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$170.00,7,21,21,21,5,7.0,7.0,10.0,10.0,10.0,7.0,0.13
278,1301500,0.012076923076923,0.6739230769230768,0.3140769230769231,Apartment,Private room,2,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$69.00,5,35,65,65,13,10.0,10.0,10.0,10.0,10.0,10.0,1.17
279,1303261,0.0138421052631578,0.6609473684210526,0.3252631578947368,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}",$425.00,30,60,90,365,19,10.0,9.0,10.0,10.0,10.0,9.0,0.53
280,1321422,0.0135309278350515,0.6985670103092783,0.2879072164948453,House,Private room,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$76.00,0,4,16,270,194,10.0,10.0,10.0,10.0,9.0,10.0,5.07
281,1322461,0.0181066666666666,0.6916399999999999,0.2903066666666666,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",$174.00,0,0,0,0,75,10.0,10.0,10.0,10.0,10.0,10.0,1.96
282,1327725,0.0206287878787878,0.7023787878787878,0.2769469696969697,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$147.00,8,27,55,293,132,10.0,10.0,10.0,10.0,9.0,9.0,3.45
283,1329627,0.1025,0.76,0.1379999999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials}",$259.00,13,40,68,338,2,8.0,7.0,10.0,10.0,10.0,8.0,0.08
284,1332786,0.0178333333333333,0.6811759259259259,0.3010092592592592,House,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$47.00,2,10,19,183,108,10.0,10.0,10.0,10.0,10.0,10.0,2.82
285,1340290,0.0135555555555555,0.7081111111111111,0.2783333333333333,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",$110.00,30,60,90,365,9,9.0,10.0,10.0,10.0,10.0,9.0,0.27
286,1340649,0.02175,0.707,0.271375,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",""Lock on Bedroom Door""}",$100.00,20,50,80,355,8,10.0,10.0,10.0,10.0,10.0,9.0,0.34
287,1341072,0.0175365853658536,0.6879024390243903,0.2945121951219512,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$175.00,0,0,0,6,41,9.0,9.0,10.0,10.0,10.0,9.0,1.56
288,1342370,0.0227307692307692,0.7418653846153845,0.2353846153846154,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Hair Dryer"",Iron}",$265.00,2,24,45,313,52,9.0,9.0,9.0,9.0,9.0,8.0,1.45
289,1352776,0.011,0.5833333333333334,0.4056666666666667,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Iron}",$65.00,18,43,72,72,3,10.0,10.0,10.0,10.0,9.0,9.0,1.91
290,1358531,0.0806666666666666,0.6983333333333334,0.221,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$299.00,29,59,89,364,3,8.0,10.0,10.0,10.0,9.0,9.0,0.09
291,1365335,0.0081111111111111,0.7233333333333333,0.2684444444444444,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$160.00,0,0,0,248,9,10.0,10.0,10.0,10.0,10.0,9.0,0.31
292,1372816,0.0398333333333333,0.6903333333333334,0.2696666666666666,Apartment,Entire home/apt,2,1.0,,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials}",$209.00,11,31,53,328,6,9.0,10.0,9.0,9.0,10.0,9.0,0.17
293,1373520,0.0097,0.6883714285714285,0.3019571428571428,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$125.00,5,25,55,330,70,10.0,9.0,10.0,10.0,9.0,9.0,1.93
294,1374434,0.0163478260869565,0.7242173913043478,0.2594347826086957,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,0,0,0,251,23,9.0,9.0,10.0,10.0,8.0,9.0,0.64
295,1374466,0.01032,0.75304,0.2366,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$85.00,0,0,0,249,25,10.0,9.0,10.0,10.0,8.0,9.0,0.76
296,1391215,0.0132162162162162,0.7154594594594594,0.2713063063063063,House,Private room,2,,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$50.00,13,43,73,342,111,9.0,9.0,9.0,9.0,8.0,9.0,2.97
297,1391492,0.0079436619718309,0.6785492957746478,0.3135211267605634,House,Private room,2,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$55.00,11,22,47,318,71,10.0,10.0,10.0,10.0,9.0,9.0,1.92
298,1401625,0.019,0.78075,0.2005,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$255.00,24,54,84,359,4,10.0,9.0,10.0,9.0,10.0,9.0,0.11
299,1403408,0.0029166666666666,0.6828333333333333,0.31425,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$90.00,0,0,0,248,12,9.0,9.0,10.0,10.0,8.0,9.0,0.32
300,1421610,0.023,0.684,0.2928333333333333,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$320.00,0,0,0,9,6,10.0,10.0,10.0,10.0,9.0,10.0,0.17
301,1425973,0.0090833333333333,0.67125,0.3196666666666667,House,Private room,6,2.5,1.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Breakfast,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$350.00,30,60,90,365,12,10.0,10.0,9.0,10.0,10.0,9.0,0.33
302,1426711,0.0044615384615384,0.7134615384615385,0.282076923076923,Condominium,Private room,5,1.0,1.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$160.00,2,10,25,289,13,8.0,8.0,8.0,8.0,9.0,8.0,0.35
303,1426754,0.0121780821917808,0.690068493150685,0.2977260273972603,Apartment,Entire home/apt,2,,1.0,,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$99.00,0,20,46,300,73,10.0,9.0,9.0,9.0,10.0,9.0,1.97
304,1428355,0.0066774193548387,0.6701290322580645,0.323241935483871,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Hair Dryer"",Iron}",$80.00,0,1,8,75,62,10.0,10.0,10.0,10.0,10.0,10.0,1.66
305,1436513,0.0,0.516,0.484,House,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,6,16,26,98,1,10.0,10.0,10.0,10.0,10.0,10.0,1.0
306,1445064,0.0140684931506849,0.6397671232876713,0.3461506849315068,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",""Other pet(s)"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$49.00,0,0,0,250,73,10.0,10.0,9.0,10.0,9.0,9.0,1.99
307,1454258,0.0090858895705521,0.6914233128834356,0.2994907975460122,Bed & Breakfast,Private room,2,2.5,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating}",$100.00,4,21,51,326,163,10.0,10.0,10.0,10.0,10.0,10.0,4.34
308,1458081,0.0178518518518518,0.7127037037037036,0.2694074074074074,Condominium,Entire home/apt,8,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$210.00,10,31,61,320,27,9.0,9.0,10.0,10.0,9.0,10.0,4.71
309,1471308,0.0275694444444444,0.7673055555555556,0.2050972222222222,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$70.00,6,14,33,297,72,9.0,8.0,9.0,9.0,9.0,8.0,1.93
310,1471373,0.0281780821917808,0.7197123287671233,0.2521095890410958,Apartment,Private room,3,1.0,1.0,3.0,Airbed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,4,20,35,299,73,8.0,8.0,9.0,8.0,9.0,8.0,1.95
311,1472481,0.0116926406926406,0.6822380952380953,0.306082251082251,House,Private room,3,2.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$75.00,1,4,24,277,231,10.0,10.0,10.0,10.0,10.0,10.0,6.34
